REF_DATE,GEO,DGUID,Statistic,Age of reference person,"Household expenditures, summary-level categories",UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Household appliances,Dollars,81,units,0,v54531142,1.1.4.17,439,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Household appliances,Dollars,81,units,0,v54531142,1.1.4.17,506,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Household appliances,Dollars,81,units,0,v54531142,1.1.4.17,589,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Household appliances,Dollars,81,units,0,v54531142,1.1.4.17,536,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Household appliances,Dollars,81,units,0,v54531142,1.1.4.17,579,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Household appliances,Dollars,81,units,0,v54531142,1.1.4.17,541,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Household appliances,Dollars,81,units,0,v54531142,1.1.4.17,578,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Household appliances,Dollars,81,units,0,v54531142,1.1.4.17,586,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Household appliances,Dollars,81,units,0,v54531142,1.1.4.17,706,,,,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Clothing and accessories,Dollars,81,units,0,v54531143,1.1.4.18,4363,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Clothing and accessories,Dollars,81,units,0,v54531143,1.1.4.18,4174,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Clothing and accessories,Dollars,81,units,0,v54531143,1.1.4.18,4601,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Clothing and accessories,Dollars,81,units,0,v54531143,1.1.4.18,4384,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Clothing and accessories,Dollars,81,units,0,v54531143,1.1.4.18,4672,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Clothing and accessories,Dollars,81,units,0,v54531143,1.1.4.18,4365,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Clothing and accessories,Dollars,81,units,0,v54531143,1.1.4.18,4409,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Clothing and accessories,Dollars,81,units,0,v54531143,1.1.4.18,4474,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Clothing and accessories,Dollars,81,units,0,v54531143,1.1.4.18,4283,,,,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Transportation,Dollars,81,units,0,v54531148,1.1.4.23,12586,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Transportation,Dollars,81,units,0,v54531148,1.1.4.23,13667,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Transportation,Dollars,81,units,0,v54531148,1.1.4.23,13706,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Transportation,Dollars,81,units,0,v54531148,1.1.4.23,14319,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Transportation,Dollars,81,units,0,v54531148,1.1.4.23,14865,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Transportation,Dollars,81,units,0,v54531148,1.1.4.23,14073,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Transportation,Dollars,81,units,0,v54531148,1.1.4.23,14062,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Transportation,Dollars,81,units,0,v54531148,1.1.4.23,15185,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Transportation,Dollars,81,units,0,v54531148,1.1.4.23,16236,,,,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Health care,Dollars,81,units,0,v54531151,1.1.4.26,2377,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Health care,Dollars,81,units,0,v54531151,1.1.4.26,2249,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Health care,Dollars,81,units,0,v54531151,1.1.4.26,2391,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Health care,Dollars,81,units,0,v54531151,1.1.4.26,2276,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Health care,Dollars,81,units,0,v54531151,1.1.4.26,2453,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Health care,Dollars,81,units,0,v54531151,1.1.4.26,2558,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Health care,Dollars,81,units,0,v54531151,1.1.4.26,2602,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Health care,Dollars,81,units,0,v54531151,1.1.4.26,2665,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Health care,Dollars,81,units,0,v54531151,1.1.4.26,3006,,,,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal care,Dollars,81,units,0,v54531154,1.1.4.29,1073,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal care,Dollars,81,units,0,v54531154,1.1.4.29,1265,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal care,Dollars,81,units,0,v54531154,1.1.4.29,1342,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal care,Dollars,81,units,0,v54531154,1.1.4.29,1362,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal care,Dollars,81,units,0,v54531154,1.1.4.29,1390,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal care,Dollars,81,units,0,v54531154,1.1.4.29,1488,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal care,Dollars,81,units,0,v54531154,1.1.4.29,1517,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal care,Dollars,81,units,0,v54531154,1.1.4.29,1383,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal care,Dollars,81,units,0,v54531154,1.1.4.29,1605,,,,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Recreation,Dollars,81,units,0,v54531155,1.1.4.30,4406,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Recreation,Dollars,81,units,0,v54531155,1.1.4.30,4607,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Recreation,Dollars,81,units,0,v54531155,1.1.4.30,4517,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Recreation,Dollars,81,units,0,v54531155,1.1.4.30,4725,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Recreation,Dollars,81,units,0,v54531155,1.1.4.30,4843,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Recreation,Dollars,81,units,0,v54531155,1.1.4.30,4910,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Recreation,Dollars,81,units,0,v54531155,1.1.4.30,4730,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Recreation,Dollars,81,units,0,v54531155,1.1.4.30,4778,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Recreation,Dollars,81,units,0,v54531155,1.1.4.30,5831,,,,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Education,Dollars,81,units,0,v54531160,1.1.4.35,1853,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Education,Dollars,81,units,0,v54531160,1.1.4.35,1877,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Education,Dollars,81,units,0,v54531160,1.1.4.35,2441,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Education,Dollars,81,units,0,v54531160,1.1.4.35,2242,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Education,Dollars,81,units,0,v54531160,1.1.4.35,2491,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Education,Dollars,81,units,0,v54531160,1.1.4.35,2552,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Education,Dollars,81,units,0,v54531160,1.1.4.35,2526,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Education,Dollars,81,units,0,v54531160,1.1.4.35,2495,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Education,Dollars,81,units,0,v54531160,1.1.4.35,2787,,,,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Reading materials and other printed matter,Dollars,81,units,0,v54531161,1.1.4.36,209,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Reading materials and other printed matter,Dollars,81,units,0,v54531161,1.1.4.36,205,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Reading materials and other printed matter,Dollars,81,units,0,v54531161,1.1.4.36,210,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Reading materials and other printed matter,Dollars,81,units,0,v54531161,1.1.4.36,179,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Reading materials and other printed matter,Dollars,81,units,0,v54531161,1.1.4.36,155,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Reading materials and other printed matter,Dollars,81,units,0,v54531161,1.1.4.36,183,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Reading materials and other printed matter,Dollars,81,units,0,v54531161,1.1.4.36,157,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Reading materials and other printed matter,Dollars,81,units,0,v54531161,1.1.4.36,143,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Reading materials and other printed matter,Dollars,81,units,0,v54531161,1.1.4.36,178,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,"Tobacco products, alcoholic beverages and cannabis for non-medical use",Dollars,81,units,0,v1234868249,1.1.4.359,1984,,,,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531162,1.1.4.37,1362,,,t,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531162,1.1.4.37,1334,,,t,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531162,1.1.4.37,1372,,,t,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531162,1.1.4.37,1555,,,t,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531162,1.1.4.37,1422,,,t,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531162,1.1.4.37,1415,,,t,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531162,1.1.4.37,1603,,,t,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531162,1.1.4.37,1653,,,t,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Games of chance,Dollars,81,units,0,v54531163,1.1.4.38,159,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Games of chance,Dollars,81,units,0,v54531163,1.1.4.38,148,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Games of chance,Dollars,81,units,0,v54531163,1.1.4.38,210,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Games of chance,Dollars,81,units,0,v54531163,1.1.4.38,163,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Games of chance,Dollars,81,units,0,v54531163,1.1.4.38,172,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Games of chance,Dollars,81,units,0,v54531163,1.1.4.38,177,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Games of chance,Dollars,81,units,0,v54531163,1.1.4.38,225,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Games of chance,Dollars,81,units,0,v54531163,1.1.4.38,185,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Games of chance,Dollars,81,units,0,v54531163,1.1.4.38,,F,,,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Miscellaneous expenditures,Dollars,81,units,0,v54531164,1.1.4.39,1356,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Miscellaneous expenditures,Dollars,81,units,0,v54531164,1.1.4.39,1868,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Miscellaneous expenditures,Dollars,81,units,0,v54531164,1.1.4.39,1648,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Miscellaneous expenditures,Dollars,81,units,0,v54531164,1.1.4.39,1762,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Miscellaneous expenditures,Dollars,81,units,0,v54531164,1.1.4.39,1931,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Miscellaneous expenditures,Dollars,81,units,0,v54531164,1.1.4.39,1845,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Miscellaneous expenditures,Dollars,81,units,0,v54531164,1.1.4.39,1924,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Miscellaneous expenditures,Dollars,81,units,0,v54531164,1.1.4.39,2155,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Miscellaneous expenditures,Dollars,81,units,0,v54531164,1.1.4.39,2189,,,,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Income taxes,Dollars,81,units,0,v54531165,1.1.4.40,15574,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Income taxes,Dollars,81,units,0,v54531165,1.1.4.40,17239,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Income taxes,Dollars,81,units,0,v54531165,1.1.4.40,18030,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Income taxes,Dollars,81,units,0,v54531165,1.1.4.40,18537,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Income taxes,Dollars,81,units,0,v54531165,1.1.4.40,21224,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Income taxes,Dollars,81,units,0,v54531165,1.1.4.40,20366,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Income taxes,Dollars,81,units,0,v54531165,1.1.4.40,19924,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Income taxes,Dollars,81,units,0,v54531165,1.1.4.40,19526,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Income taxes,Dollars,81,units,0,v54531165,1.1.4.40,24808,,,,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531166,1.1.4.41,5610,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531166,1.1.4.41,5869,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531166,1.1.4.41,6206,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531166,1.1.4.41,6518,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531166,1.1.4.41,7046,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531166,1.1.4.41,6883,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531166,1.1.4.41,7268,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531166,1.1.4.41,7602,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531166,1.1.4.41,7931,,,,0
2010,Canada,2016A000011124,Average expenditure per household,40 to 54 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531167,1.1.4.42,1721,,,,0
2011,Canada,2016A000011124,Average expenditure per household,40 to 54 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531167,1.1.4.42,1659,,,,0
2012,Canada,2016A000011124,Average expenditure per household,40 to 54 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531167,1.1.4.42,1891,,,,0
2013,Canada,2016A000011124,Average expenditure per household,40 to 54 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531167,1.1.4.42,1909,,,,0
2014,Canada,2016A000011124,Average expenditure per household,40 to 54 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531167,1.1.4.42,1891,,,,0
2015,Canada,2016A000011124,Average expenditure per household,40 to 54 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531167,1.1.4.42,2078,,,,0
2016,Canada,2016A000011124,Average expenditure per household,40 to 54 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531167,1.1.4.42,1860,,,,0
2017,Canada,2016A000011124,Average expenditure per household,40 to 54 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531167,1.1.4.42,1819,,,,0
2019,Canada,2016A000011124,Average expenditure per household,40 to 54 years,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531167,1.1.4.42,2100,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Total expenditure,Dollars,81,units,0,v54531168,1.1.5.1,73794,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Total expenditure,Dollars,81,units,0,v54531168,1.1.5.1,75893,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Total expenditure,Dollars,81,units,0,v54531168,1.1.5.1,77773,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Total expenditure,Dollars,81,units,0,v54531168,1.1.5.1,82483,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Total expenditure,Dollars,81,units,0,v54531168,1.1.5.1,85204,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Total expenditure,Dollars,81,units,0,v54531168,1.1.5.1,87530,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Total expenditure,Dollars,81,units,0,v54531168,1.1.5.1,90456,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Total expenditure,Dollars,81,units,0,v54531168,1.1.5.1,90361,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Total expenditure,Dollars,81,units,0,v54531168,1.1.5.1,98258,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Food expenditures,Dollars,81,units,0,v54531170,1.1.5.3,7596,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Food expenditures,Dollars,81,units,0,v54531170,1.1.5.3,7837,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Food expenditures,Dollars,81,units,0,v54531170,1.1.5.3,7951,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Food expenditures,Dollars,81,units,0,v54531170,1.1.5.3,7754,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Food expenditures,Dollars,81,units,0,v54531170,1.1.5.3,8072,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Food expenditures,Dollars,81,units,0,v54531170,1.1.5.3,8955,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Food expenditures,Dollars,81,units,0,v54531170,1.1.5.3,9034,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Food expenditures,Dollars,81,units,0,v54531170,1.1.5.3,8721,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Food expenditures,Dollars,81,units,0,v54531170,1.1.5.3,10596,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Shelter,Dollars,81,units,0,v54531173,1.1.5.6,13474,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Shelter,Dollars,81,units,0,v54531173,1.1.5.6,13987,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Shelter,Dollars,81,units,0,v54531173,1.1.5.6,13837,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Shelter,Dollars,81,units,0,v54531173,1.1.5.6,15360,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Shelter,Dollars,81,units,0,v54531173,1.1.5.6,16522,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Shelter,Dollars,81,units,0,v54531173,1.1.5.6,16271,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Shelter,Dollars,81,units,0,v54531173,1.1.5.6,17202,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Shelter,Dollars,81,units,0,v54531173,1.1.5.6,17498,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Shelter,Dollars,81,units,0,v54531173,1.1.5.6,19091,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household operations,Dollars,81,units,0,v54531179,1.1.5.12,3444,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household operations,Dollars,81,units,0,v54531179,1.1.5.12,3749,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household operations,Dollars,81,units,0,v54531179,1.1.5.12,3840,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household operations,Dollars,81,units,0,v54531179,1.1.5.12,4152,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household operations,Dollars,81,units,0,v54531179,1.1.5.12,4030,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household operations,Dollars,81,units,0,v54531179,1.1.5.12,4314,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household operations,Dollars,81,units,0,v54531179,1.1.5.12,4448,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household operations,Dollars,81,units,0,v54531179,1.1.5.12,4346,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household operations,Dollars,81,units,0,v54531179,1.1.5.12,5129,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household furnishings and equipment,Dollars,81,units,0,v54531181,1.1.5.14,2072,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household furnishings and equipment,Dollars,81,units,0,v54531181,1.1.5.14,2179,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household furnishings and equipment,Dollars,81,units,0,v54531181,1.1.5.14,2248,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household furnishings and equipment,Dollars,81,units,0,v54531181,1.1.5.14,2101,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household furnishings and equipment,Dollars,81,units,0,v54531181,1.1.5.14,2276,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household furnishings and equipment,Dollars,81,units,0,v54531181,1.1.5.14,2312,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household furnishings and equipment,Dollars,81,units,0,v54531181,1.1.5.14,2746,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household furnishings and equipment,Dollars,81,units,0,v54531181,1.1.5.14,2096,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household furnishings and equipment,Dollars,81,units,0,v54531181,1.1.5.14,2607,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household appliances,Dollars,81,units,0,v54531184,1.1.5.17,452,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household appliances,Dollars,81,units,0,v54531184,1.1.5.17,476,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household appliances,Dollars,81,units,0,v54531184,1.1.5.17,489,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household appliances,Dollars,81,units,0,v54531184,1.1.5.17,518,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household appliances,Dollars,81,units,0,v54531184,1.1.5.17,461,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household appliances,Dollars,81,units,0,v54531184,1.1.5.17,477,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household appliances,Dollars,81,units,0,v54531184,1.1.5.17,691,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household appliances,Dollars,81,units,0,v54531184,1.1.5.17,606,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Household appliances,Dollars,81,units,0,v54531184,1.1.5.17,619,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Clothing and accessories,Dollars,81,units,0,v54531185,1.1.5.18,3301,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Clothing and accessories,Dollars,81,units,0,v54531185,1.1.5.18,3054,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Clothing and accessories,Dollars,81,units,0,v54531185,1.1.5.18,2920,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Clothing and accessories,Dollars,81,units,0,v54531185,1.1.5.18,3427,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Clothing and accessories,Dollars,81,units,0,v54531185,1.1.5.18,3538,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Clothing and accessories,Dollars,81,units,0,v54531185,1.1.5.18,3434,,,,0
2016,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Clothing and accessories,Dollars,81,units,0,v54531185,1.1.5.18,3238,,,,0
2017,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Clothing and accessories,Dollars,81,units,0,v54531185,1.1.5.18,3187,,,,0
2019,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Clothing and accessories,Dollars,81,units,0,v54531185,1.1.5.18,3263,,,,0
2010,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Transportation,Dollars,81,units,0,v54531190,1.1.5.23,11403,,,,0
2011,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Transportation,Dollars,81,units,0,v54531190,1.1.5.23,11995,,,,0
2012,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Transportation,Dollars,81,units,0,v54531190,1.1.5.23,11102,,,,0
2013,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Transportation,Dollars,81,units,0,v54531190,1.1.5.23,12622,,,,0
2014,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Transportation,Dollars,81,units,0,v54531190,1.1.5.23,11772,,,,0
2015,Canada,2016A000011124,Average expenditure per household,55 to 64 years,Transportation,Dollars,81,units,0,v54531190,1.1.5.23,11982,,,,0
